geo,time,dt_dod_dppg_cd
bfa,1991,882637541.1
bfa,1992,978860621.5
bfa,1993,1068209465.3
bfa,1994,1046309728
bfa,1995,1143325281.2
bfa,1996,1166830714.3
bfa,1997,1149510076.5
bfa,1998,1298834761
bfa,1999,1371243390.6
bfa,2000,1237620632.3
bfa,2001,1324208055.5
bfa,2002,1414004956.4
bfa,2003,1605073795
bfa,2004,1791114464.3
bfa,2005,1872133149
bfa,2006,1004777837.3
bfa,2007,1269493328.6
bfa,2008,1516989556.1
bfa,2009,1737330153.8
bfa,2010,1960461925
bfa,2011,2104268099.6
bfa,2012,2282560643.8
bfa,2013,2327914795.2
bfa,2014,2314076557.8
bfa,2015,2382802029.8
bfa,2016,2570350404.2
bfa,2017,2873096677.6
bfa,2018,3041489067.1
bfa,2019,3371783750.1
bfa,2020,4023131683.5
bgd,1972,78648255
bgd,1973,421896516.2
bgd,1974,1092747747.5
bgd,1975,1476222179.8
bgd,1976,1715457427.3
bgd,1977,2050904857
bgd,1978,2448475243.5
bgd,1979,2511352006.3
bgd,1980,3166017459.9
bgd,1981,3516928364
bgd,1982,4183903175.6
bgd,1983,4610914302.9
bgd,1984,4946492994.7
bgd,1985,5875143938.6
bgd,1986,7249992405
bgd,1987,8823135432.2
bgd,1988,9386544711.8
bgd,1989,9914962123.9
bgd,1990,11510306592.7
bgd,1991,12052093948.3
bgd,1992,12462815387.6
bgd,1993,13290060170.6
bgd,1994,14626859288.4
bgd,1995,14914016246.4
bgd,1996,14489520831.9
bgd,1997,13710476215.1
bgd,1998,14936065155.5
bgd,1999,15812878155.3
bgd,2000,14989457889.5
bgd,2001,14410233960.6
bgd,2002,15980821849.9
bgd,2003,17679803154
bgd,2004,18698272322.6
bgd,2005,17438901410
bgd,2006,18435555272.7
bgd,2007,19433498590.1
bgd,2008,20273562501.9
bgd,2009,21184650224.6
bgd,2010,21145542685.2
bgd,2011,22217936348.9
bgd,2012,23323210484.3
bgd,2013,24087118821
bgd,2014,23935883314.4
bgd,2015,24377013482.9
bgd,2016,26006576693.1
bgd,2017,31033560722.6
bgd,2018,36334869634.9
bgd,2019,41042423430.3
bgd,2020,49028573819.3
bgr,1981,772737948
bgr,1982,1313089665.2
bgr,1983,1738593873
bgr,1984,2583927136.9
bgr,1985,3801537192.7
bgr,1986,5806004143.2
bgr,1987,7914581747
bgr,1988,8314895641.4
bgr,1989,9283085437.7
bgr,1990,9834102849.1
bgr,1991,9761095171.3
bgr,1992,9654698560.3
bgr,1993,9693333621.8
bgr,1994,8451877481.9
bgr,1995,8807881748.1
bgr,1996,8223003009.2
bgr,1997,7736814535.3
bgr,1998,7972776454.2
bgr,1999,7727396757
bgr,2000,7671348637.3
bgr,2001,7386636773.9
bgr,2002,7479869165.5
bgr,2003,7676174559.2
bgr,2004,7413676777.5
bgr,2005,5075162319.4
bgr,2006,5146625119.5
bgr,2007,5267870451.1
bgr,2008,4832292826.1
bgr,2009,5080267823.3
bgr,2010,4844956908.8
bgr,2011,4676836687.8
bgr,2012,5857396114.7
bgr,2013,4726119969
bgr,2014,5901794588.3
bgr,2015,8781256072
bgr,2016,11050212745.1
bgr,2017,11630326279.8
bgr,2018,11505916147.9
bgr,2019,11186154454.1
bgr,2020,11927238805.7
bih,1999,2244166639.4
bih,2000,1959013988
bih,2001,1781924562.4
bih,2002,2035276908.2
bih,2003,2319678029.5
bih,2004,2689895300.4
bih,2005,2562973489.4
bih,2006,2722495334.7
bih,2007,2966842787.1
bih,2008,3008225226.4
bih,2009,3569910385.6
bih,2010,3733349191.8
bih,2011,3874321851.3
bih,2012,4201134896
bih,2013,4790579031.7
bih,2014,4731410064.5
bih,2015,4385581276
bih,2016,4395638601
bih,2017,4836936101.8
bih,2018,4918705474.6
bih,2019,4875812671.5
bih,2020,5216758606.1
blr,1993,865064133.6
blr,1994,1123830183.9
blr,1995,1301087086.2
blr,1996,728852360.4
blr,1997,681412112.8
blr,1998,796385081.9
blr,1999,709096042.3
blr,2000,688889604.7
blr,2001,664306430.1
blr,2002,748625955.7
blr,2003,709994979.8
blr,2004,744358801.3
blr,2005,785547738.5
blr,2006,841892794.9
blr,2007,3457260367.9
blr,2008,5438555605.3
blr,2009,6241990365.6
blr,2010,8014341212.3
blr,2011,10615610548.4
blr,2012,12559068224.6
blr,2013,14622199935.8
blr,2014,15635829771.9
blr,2015,15837014947.9
blr,2016,18141781860.3
blr,2017,20988207617.8
blr,2018,19987666289.8
blr,2019,19511439288.2
blr,2020,20270019163.9
blz,1970,4084800
blz,1971,4338910
blz,1972,5068965.7
blz,1973,4825894.4
blz,1974,5274044.5
blz,1975,4827053
blz,1976,9165985.1
blz,1977,13669097.4
blz,1978,22312767.1
blz,1979,33830514.1
blz,1980,47043521.2
blz,1981,56060896.7
blz,1982,62401515.9
blz,1983,75076085.2
blz,1984,76097120
blz,1985,94382711
blz,1986,98298573.4
blz,1987,111046109.7
blz,1988,119008558.3
blz,1989,128817922.6
blz,1990,136234642.3
blz,1991,151020042.6
blz,1992,169966603.7
blz,1993,175618100.5
blz,1994,182448049.2
blz,1995,219438788.4
blz,1996,250451682.2
blz,1997,268076458.6
blz,1998,282940184.2
blz,1999,341019291.4
blz,2000,556589197
blz,2001,648647744.6
blz,2002,779301528.2
blz,2003,954156887.2
blz,2004,936756577.4
blz,2005,990731204.9
blz,2006,1019586984
blz,2007,1039945812
blz,2008,1021346555.1
blz,2009,1036856715.9
blz,2010,1018915831.7
blz,2011,1014198645.3
blz,2012,984738364.5
blz,2013,1052738471.6
blz,2014,1101355305.1
blz,2015,1153490893.8
blz,2016,1176748499.2
blz,2017,1230933304.1
blz,2018,1259676958.3
blz,2019,1285549805.7
blz,2020,1408403247.8
bol,1970,608141874.1
bol,1971,574399834.3
bol,1972,668578038.4
bol,1973,693142204.6
bol,1974,776623504
bol,1975,891599347.2
bol,1976,1136414695.7
bol,1977,1498162861.4
bol,1978,1774509916.2
bol,1979,1964847026.9
bol,1980,2263829582.5
bol,1981,2814205136.1
bol,1982,2930924593.2
bol,1983,3350460998.6
bol,1984,3467123725.6
bol,1985,3604912459.7
bol,1986,4165389848.6
bol,1987,4719575810.8
bol,1988,4235875571.1
bol,1989,3523143762.5
bol,1990,3782128620.3
bol,1991,3627113833.9
bol,1992,3767038817.3
bol,1993,3788247141.9
bol,1994,4211031072.5
bol,1995,4545748451.6
bol,1996,4340220518.2
bol,1997,4209465571.8
bol,1998,4368377526.1
bol,1999,4315702864.8
bol,2000,4209341524.7
bol,2001,3194375307.7
bol,2002,3582211732.6
bol,2003,4182918936.6
bol,2004,4578512066.8
bol,2005,4589843582.9
bol,2006,3198539466.3
bol,2007,2178149345.9
bol,2008,2421319357.7
bol,2009,2572014064.4
bol,2010,2829604751.5
bol,2011,3433273512.9
bol,2012,4189264515.3
bol,2013,5281733966.6
bol,2014,5744904672.7
bol,2015,6335483734.8
bol,2016,7010094456.4
bol,2017,9150676176.4
bol,2018,9905105772.1
bol,2019,10999855991.6
bol,2020,11878433891.3
bra,1970,3563841591.8
bra,1971,4376151343.7
bra,1972,6209808907.8
bra,1973,8114945243.1
bra,1974,11580997097.7
bra,1975,14882558034.8
bra,1976,18623475423.8
bra,1977,23493399632.3
bra,1978,31802650621.5
bra,1979,37288368959
bra,1980,41839110578.5
bra,1981,46770175735.5
bra,1982,53271501811.2
bra,1983,60603760812.4
bra,1984,69857773423.2
bra,1985,72998962764.89998
bra,1986,81073390256.69998
bra,1987,88692776420.89998
bra,1988,92700054835
bra,1989,88486466771.60001
bra,1990,88105161011.19998
bra,1991,85950307951.39998
bra,1992,91467585844.60001
bra,1993,92057533816.60001
bra,1994,95840926759.60001
bra,1995,98763857925.5
bra,1996,96829028507.89999
bra,1997,88266784835.10001
bra,1998,99176483490.89999
bra,1999,93029551709
bra,2000,96621779221.7
bra,2001,96618417433.89999
bra,2002,99686853023.3
bra,2003,100064364208.89999
bra,2004,97455861807.8
bra,2005,94354180319
bra,2006,84551656462
bra,2007,79869902875
bra,2008,79918497337.89998
bra,2009,87513195186.8
bra,2010,97485566992.5
bra,2011,94712068704.8
bra,2012,116665074441.10001
bra,2013,136557492665
bra,2014,174931295064.89999
bra,2015,172887433044.29999
bra,2016,174682574897.5
bra,2017,181160603497.20001
bra,2018,190193210449.70001
bra,2019,193737216823.10001
bra,2020,194237194117.79999
btn,1981,325908.8
btn,1982,1143925.1
btn,1983,1764110.8
btn,1984,2731924.9
btn,1985,8833074.5
btn,1986,20953606.6
btn,1987,40242793.9
btn,1988,67083431.5
btn,1989,71849715.5
btn,1990,80282480.8
btn,1991,84847193.4
btn,1992,88307538.3
btn,1993,94909516.3
btn,1994,103804908.6
btn,1995,105193702.9
btn,1996,112936448.6
btn,1997,117619860
btn,1998,171042023.7
btn,1999,181803502.5
btn,2000,202238252.9
btn,2001,265155373.6
btn,2002,376884137.7
btn,2003,480325008.4
btn,2004,592015125.5
btn,2005,635565991.7
btn,2006,696102067
btn,2007,773773425.9
btn,2008,675850415.6
btn,2009,772159260.6
btn,2010,919405320.9
btn,2011,1043414808.3
btn,2012,1357737726
btn,2013,1513834830.8
btn,2014,1827205748
btn,2015,1945060882.4
btn,2016,2221213149.5
btn,2017,2540779737
btn,2018,2484230634.3
btn,2019,2616292989.2
btn,2020,2817544073.9
bwa,1970,17358400
bwa,1971,33201565.7
bwa,1972,74756512
bwa,1973,114920842.5
bwa,1974,134055048
bwa,1975,147979450.1
bwa,1976,166353134.3
bwa,1977,182561932.5
bwa,1978,122537379.1
bwa,1979,112896348
bwa,1980,131629101.5
bwa,1981,151540360.1
bwa,1982,201807763.8
bwa,1983,224122753.2
bwa,1984,261914783.7
bwa,1985,343662733.4
bwa,1986,403923150.5
bwa,1987,539146978.9
bwa,1988,528845347.5
bwa,1989,546281480.1
bwa,1990,547143979.7
bwa,1991,605924888.2
bwa,1992,600044444.3
bwa,1993,656225023.7
bwa,1994,689168910.1
bwa,1995,706959662.4
bwa,1996,620518347.7
bwa,1997,534727348
bwa,1998,524739048.7
bwa,1999,484498471.4
bwa,2000,437755242.7
bwa,2001,378874794.3
bwa,2002,472423923.3
bwa,2003,484649106.1
bwa,2004,488026722.2
bwa,2005,412308772.5
bwa,2006,358173807.6
bwa,2007,396301237
bwa,2008,396793202.7
bwa,2009,1395265160.6
bwa,2010,1358491275.9
bwa,2011,1900015194.7
bwa,2012,1942417459
bwa,2013,1822894952.7
bwa,2014,1917185781.9
bwa,2015,1772453335.7
bwa,2016,1670366310.2
bwa,2017,1551795909.3
bwa,2018,1451298407.2
bwa,2019,1334338113.7
bwa,2020,1278429299.9
caf,1970,24056559.7
caf,1971,28153110.2
caf,1972,36274039.9
caf,1973,55258706.9
caf,1974,63878032.4
caf,1975,71299925.4
caf,1976,79236303.4
caf,1977,104228554.2
caf,1978,105737102.1
caf,1979,115881904.1
caf,1980,146543065.4
caf,1981,176244397.1
caf,1982,196315838.9
caf,1983,203003532.2
caf,1984,215242999.8
caf,1985,286441439.9
caf,1986,391798453.8
caf,1987,536516070.9
caf,1988,580144002.6
caf,1989,621429761.9
caf,1990,624105633.7
caf,1991,716923576.6
caf,1992,729611332.6
caf,1993,773206886
caf,1994,802413158.9
caf,1995,853947296.4
caf,1996,850364622.4
caf,1997,801503462.5
caf,1998,841130609.4
caf,1999,827703143.9
caf,2000,797330172.8
caf,2001,758407073.8
caf,2002,984353104.4
caf,2003,912858354.1
caf,2004,946211010
caf,2005,886615038.8
caf,2006,878713405.2
caf,2007,867203595.7
caf,2008,832099900.3
caf,2009,303055919.3
caf,2010,375833696.5
caf,2011,288005664.1
caf,2012,308825400
caf,2013,328104928.7
caf,2014,395645738.8
caf,2015,465065701.3
caf,2016,462090612.6
caf,2017,438585661
caf,2018,457491596.6
caf,2019,458837663.9
caf,2020,447466239.7
chn,1981,4913954562.5
chn,1982,5222125925.8
chn,1983,5303637603.3
chn,1984,6185533891.8
chn,1985,9940225348.3
chn,1986,16571434200.4
chn,1987,25963179948.8
chn,1988,32620334460.8
chn,1989,37117932607.8
chn,1990,45515193868.2
chn,1991,49479186451.5
chn,1992,58573494534.7
chn,1993,70241238669.89999
chn,1994,82601707411.3
chn,1995,94899530047
chn,1996,102480131407.60001
chn,1997,113035590729.7
chn,1998,99650380396.39999
chn,1999,95658535107.39999
chn,2000,94759138895.7
chn,2001,91005032090.2
chn,2002,87656055951.69998
chn,2003,83735890671.5
chn,2004,89091886600.60001
chn,2005,86786427720.60001
chn,2006,89045515644.3
chn,2007,91417699315.89999
chn,2008,97118690618
chn,2009,100891560798
chn,2010,102293110378.60001
chn,2011,114648968610.60001
chn,2012,138524252708.39999
chn,2013,152561906065.29999
chn,2014,179064199190.60001
chn,2015,146069937463.29999
chn,2016,160191732378.20001
chn,2017,196294033779.79999
chn,2018,259689276891.39999
chn,2019,318065160742
chn,2020,414837887645.90002
civ,1970,255548111.5
civ,1971,353353853.5
civ,1972,400832810.3
civ,1973,583195403.9
civ,1974,703548278.3
civ,1975,966465061.7
civ,1976,1202634484.7
civ,1977,1923562130.7
civ,1978,2822956025.4
civ,1979,3696673722.2
civ,1980,4326945129.8
civ,1981,4412917215.6
civ,1982,5019040297.9
civ,1983,4843381061.3
civ,1984,4758716282.5
civ,1985,5791163759.1
civ,1986,7568780934.7
civ,1987,9283173252.5
civ,1988,8609667533.2
civ,1989,9067854213.3
civ,1990,10665474515.7
civ,1991,11264584405.2
civ,1992,11243940128.6
civ,1993,11110602379.9
civ,1994,11240980480.3
civ,1995,11902075654.8
civ,1996,11366658369.7
civ,1997,10427060959.8
civ,1998,10799676637.8
civ,1999,9699057824.5
civ,2000,9063446458.9
civ,2001,8590705807.6
civ,2002,9101419989.2
civ,2003,9696151525.6
civ,2004,11090584224.7
civ,2005,9974818021.3
civ,2006,10833186445.6
civ,2007,11657862269.7
civ,2008,10639561413.8
civ,2009,12726239907.4
civ,2010,9413451309.5
civ,2011,9897100599.5
civ,2012,5050964454.7
civ,2013,6370446806.6
civ,2014,6620290862.7
civ,2015,8509794119.1
civ,2016,8368883419.9
civ,2017,10445294296.8
civ,2018,13221362787.5
civ,2019,15732890656.6
civ,2020,19975910807.7
cmr,1970,136726448.1
cmr,1971,168202180.3
cmr,1972,201456202
cmr,1973,243649254.3
cmr,1974,282337178.2
cmr,1975,392956333.8
cmr,1976,533645051.3
cmr,1977,917499481.8
cmr,1978,1217182610.8
cmr,1979,1703559595
cmr,1980,2057795268.2
cmr,1981,2099647041.1
cmr,1982,1999480620.5
cmr,1983,1992545325.8
cmr,1984,1864070632.6
cmr,1985,2206660088.4
cmr,1986,2811449515.8
cmr,1987,3286224303.7
cmr,1988,3467742168.3
cmr,1989,4274217337.8
cmr,1990,5275534911.1
cmr,1991,5497107003.6
cmr,1992,6403594934.3
cmr,1993,6564000547.1
cmr,1994,8377201288.8
cmr,1995,9714493035.8
cmr,1996,9581322441.2
cmr,1997,9181277818.1
cmr,1998,9678171359.3
cmr,1999,8983546798.4
cmr,2000,8753280285.5
cmr,2001,8324048316.8
cmr,2002,9032685171.1
cmr,2003,10049204565.9
cmr,2004,9304023793
cmr,2005,6467062408.8
cmr,2006,2391544752
cmr,2007,2156627427.2
cmr,2008,2097496704.1
cmr,2009,2166885986.1
cmr,2010,2159703262.1
cmr,2011,2123352540.4
cmr,2012,2922758111.8
cmr,2013,4073348644.8
cmr,2014,4617061295.4
cmr,2015,5730640194.5
cmr,2016,6297228832.9
cmr,2017,8017692176.5
cmr,2018,9075710404
cmr,2019,10308812470.1
cmr,2020,11459888323.6
cod,1970,311217589.6
cod,1971,370049468.9
cod,1972,579940697.1
cod,1973,910323029.2
cod,1974,1349128270.7
cod,1975,1726400662.4
cod,1976,2380271246.6
cod,1977,3005348103.7
cod,1978,3686892163.4
cod,1979,3618848322.3
cod,1980,4071562244.7
cod,1981,4224367345.3
cod,1982,4072073750.8
cod,1983,4433545094
cod,1984,4284267497
cod,1985,4958299367.3
cod,1986,5917446891.8
cod,1987,7199696301.8
cod,1988,6933437389.8
cod,1989,7969841403.2
cod,1990,8986138793
cod,1991,9277108620.9
cod,1992,8952842864.2
cod,1993,8773163934.6
cod,1994,9286069001.9
cod,1995,9627935985.5
cod,1996,9267681404
cod,1997,8620795783.6
cod,1998,9206638078.1
cod,1999,8254465348.4
cod,2000,7872312286.1
cod,2001,7578655685.6
cod,2002,8837570841.3
cod,2003,10135237153.2
cod,2004,10108494554.3
cod,2005,9395539745.6
cod,2006,9856831932.3
cod,2007,10897927315.3
cod,2008,10855488738.4
cod,2009,10873410305.5
cod,2010,4591771507
cod,2011,3991395504.4
cod,2012,4097503219
cod,2013,4428379951.7
cod,2014,4111523481.9
cod,2015,4065171598.7
cod,2016,3817429623.7
cod,2017,4004260137.3
cod,2018,4022897990.8
cod,2019,4279207123.2
cod,2020,4495568143.8
cog,1970,118502214.1
cog,1971,139314792.2
cog,1972,156697194.7
cog,1973,186076201.8
cog,1974,256671368.3
cog,1975,352696439.2
cog,1976,374368000.6
cog,1977,439042822.5
cog,1978,639428914.5
cog,1979,836549376.3
cog,1980,1257934442
cog,1981,1362347557.5
cog,1982,1758904645.5
cog,1983,1839910338.3
cog,1984,1857511540.9
cog,1985,2352413397.6
cog,1986,2783703612.3
cog,1987,3366726838.9
cog,1988,3450492250.8
cog,1989,3461315041.1
cog,1990,4173382135.1
cog,1991,4005391036.7
cog,1992,3843699063
cog,1993,4140336915.6
cog,1994,4791853754
cog,1995,4981097707.6
cog,1996,4667295433
cog,1997,4267006587
cog,1998,4239489045.5
cog,1999,3921705913.6
cog,2000,3748049606.3
cog,2001,3648042217.4
cog,2002,3992496908.5
cog,2003,4446808317.8
cog,2004,5839975669.4
cog,2005,5466732199.2
cog,2006,5821472351.8
cog,2007,4902973290.6
cog,2008,5074459206.8
cog,2009,4627911478.6
cog,2010,2500573456
cog,2011,2937200768.5
cog,2012,3350071001.9
cog,2013,3904568846.5
cog,2014,4524640007.8
cog,2015,4423379745.3
cog,2016,4571676446.9
cog,2017,5119087681.2
cog,2018,4832250286.6
cog,2019,4989952157.4
cog,2020,4803021494.5
col,1970,1397220268.9
col,1971,1558205470.3
col,1972,1811726928.6
col,1973,2106835665.2
col,1974,2312017082.7
col,1975,2555674960.3
col,1976,2657797359.3
col,1977,2879469210.6
col,1978,2996643740.9
col,1979,3571966897.1
col,1980,4283607164.5
col,1981,5285377457.4
col,1982,6203980135.4
col,1983,7101494606.6
col,1984,7969130041
col,1985,9802264713.7
col,1986,12401354987.2
col,1987,14042283563.2
col,1988,14043848825.8
col,1989,14178388603.2
col,1990,14859805244.2
col,1991,14651153215.5
col,1992,13759851513.6
col,1993,13528977691.7
col,1994,14637494449.2
col,1995,14249064679.9
col,1996,15161176223.1
col,1997,15772746233.6
col,1998,17087220455.2
col,1999,20484869361.2
col,2000,21050131722
col,2001,21999603692.5
col,2002,20891296811.6
col,2003,22941091658.3
col,2004,23921919034.5
col,2005,22496235367.8
col,2006,24933939012.2
col,2007,27658024422.1
col,2008,29206712361.1
col,2009,35547219160.7
col,2010,37057569573.3
col,2011,41592552980.3
col,2012,46180960070.5
col,2013,53594413976.6
col,2014,61616251366.8
col,2015,69099747174.8
col,2016,73180817887.10001
col,2017,74190757244.39998
col,2018,74606931934.3
col,2019,74810347605.89998
col,2020,84826128958.10001
com,1970,1172240.8
com,1971,1238316
com,1972,1506741.7
com,1973,1691961.4
com,1974,4294057.5
com,1975,4721546
com,1976,18486295.3
com,1977,23395332.8
com,1978,27995279.3
com,1979,38455347.1
com,1980,42975472.9
com,1981,52800843.4
com,1982,67834926.1
com,1983,83632329.9
com,1984,101544386.8
com,1985,129648522.8
com,1986,158861184.2
com,1987,188184258.8
com,1988,188820740.6
com,1989,161903916.5
com,1990,172430840.2
com,1991,165662112.9
com,1992,174867051.7
com,1993,169889277.5
com,1994,184032550.8
com,1995,195593274.6
com,1996,208304454.2
com,1997,205621810.8
com,1998,214394740.1
com,1999,208544858.8
com,2000,201751874.3
com,2001,217100297.2
